iteration,time,x,y,z,v_x,v_y,v_z,a_x,a_y,a_z,F_x,F_y,F_z,psi,theta,phi,psi_dot,theta_dot,phi_dot,T_psi,T_theta,T_phi
23.0,725420.0,-182061190004.29785,5473951526.7857485,0.0,-256560.48806744508,7545.903032446393,0.0,1.1002589705556504e-08,-3.308098926295407e-10,0.0,0.0,0.0,0.0,-160.0003824473169,0.0,0.0,72542000.0,0.0,0.0,10.0,0.0,0.0
24.0,756960.0,-190153107792.47253,5711949308.264567,0.0,-256560.4877204234,7545.903022012649,0.0,1.008690800480349e-08,-3.0299745226065897e-10,0.0,0.0,0.0,0.0,-0.00031306992480712305,0.0,0.0,75696000.0,0.0,0.0,10.0,0.0,0.0
25.0,788500.0,-198245025570.1576,5949947089.42814,0.0,-256560.48740228234,7545.9030124561095,0.0,9.28095538815091e-09,-2.785502099738614e-10,0.0,0.0,0.0,0.0,-40.00020353757077,0.0,0.0,78850000.0,0.0,0.0,10.0,0.0,0.0
26.0,820040.0,-206336943338.20935,6187944870.302459,0.0,-256560.487109561,7545.903003670636,0.0,8.56787508603853e-09,-2.56946418950981e-10,0.0,0.0,0.0,0.0,79.99994614974521,0.0,0.0,82004000.0,0.0,0.0,10.0,0.0,0.0
27.0,851580.0,-214428861097.38336,6425942650.910429,0.0,-256560.48683933023,7545.902995566546,0.0,7.933927213327642e-09,-2.3776165674912107e-10,0.0,0.0,0.0,0.0,-0.0003011400837343368,0.0,0.0,85158000.0,0.0,0.0,10.0,0.0,0.0
28.0,883120.0,-222520778848.3496,6663940431.272339,0.0,-256560.48658909416,7545.902988067543,0.0,7.3678219137364595e-09,-2.2064782711741296e-10,0.0,0.0,0.0,0.0,79.99949172504927,0.0,0.0,88312000.0,0.0,0.0,10.0,0.0,0.0
29.0,914660.0,-230612696591.705,6901938211.406242,0.0,-256560.48635671305,7545.902981108311,0.0,6.86021320970481e-09,-2.0531726305722665e-10,0.0,0.0,0.0,0.0,-40.000675254855786,-0.0,0.0,91466000.0,0.0,0.0,10.0,0.0,0.0
30.0,946200.0,-238704614327.98355,7139935991.328277,0.0,-256560.48614034193,7545.902974632604,0.0,6.403310773669375e-09,-1.9153056251255876e-10,0.0,0.0,0.0,0.0,-0.0008020797988609245,0.0,0.0,94620000.0,0.0,0.0,10.0,0.0,0.0
31.0,977740.0,-246796532057.665,7377933771.052924,0.0,-256560.48593838152,7545.90296859173,0.0,5.9905792369854525e-09,-1.790871877016342e-10,0.0,0.0,0.0,0.0,-160.00088874978002,0.0,0.0,97774000.0,0.0,0.0,10.0,0.0,0.0
32.0,1009280.0,-254888449781.18195,7615931550.593232,0.0,-256560.48574943864,7545.902962943321,0.0,5.616503184537364e-09,-1.67818133163143e-10,0.0,0.0,0.0,0.0,-160.00093526479918,0.0,0.0,100928000.0,0.0,0.0,10.0,0.0,0.0
33.0,1040820.0,-262980367498.92566,7853929329.960994,0.0,-256560.48557229413,7545.902957650337,0.0,5.276401933683372e-09,-1.5758015816062024e-10,0.0,0.0,0.0,0.0,-0.0009416248564232143,0.0,0.0,104082000.0,0.0,0.0,10.0,0.0,0.0
34.0,1072360.0,-271072285211.2514,8091927109.166907,0.0,-256560.48540587642,7545.902952680259,0.0,4.966282399303066e-09,-1.4825121331522576e-10,0.0,0.0,0.0,0.0,-40.000907829951714,0.0,0.0,107236000.0,0.0,0.0,10.0,0.0,0.0
35.0,1103900.0,-279164202918.4826,8329924888.220705,0.0,-256560.48524923986,7545.9029480044155,0.0,4.682721350705554e-09,-1.397267870165819e-10,0.0,0.0,0.0,0.0,79.99916611991495,0.0,0.0,110390000.0,0.0,0.0,10.0,0.0,0.0
36.0,1135440.0,-287256120620.9145,8567922667.131267,0.0,-256560.48510154683,7545.902943597433,0.0,4.422770536871317e-09,-1.3191696612928878e-10,0.0,0.0,0.0,0.0,-0.0007197752564357143,0.0,0.0,113544000.0,0.0,0.0,10.0,0.0,0.0
37.0,1166980.0,-295348038318.81744,8805920445.906715,0.0,-256560.48496205264,7545.902939436772,0.0,4.183879741318311e-09,-1.2474405574862572e-10,0.0,0.0,0.0,0.0,79.99943448453412,0.0,0.0,116698000.0,0.0,0.0,10.0,0.0,0.0
38.0,1198520.0,-303439956012.4396,9043918224.554504,0.0,-256560.48483009308,7545.902935502344,0.0,3.96383399617537e-09,-1.1814063971077534e-10,0.0,0.0,0.0,0.0,-40.00080823282025,-0.0,0.0,119852000.0,0.0,0.0,10.0,0.0,0.0
39.0,1230060.0,-311531873702.00916,9281916003.081488,0.0,-256560.48470507376,7545.902931776188,0.0,3.760702054142442e-09,-1.1204799099483293e-10,0.0,0.0,0.0,0.0,-0.0010107952126619422,0.0,0.0,123006000.0,0.0,0.0,10.0,0.0,0.0
40.0,1261600.0,-319623791387.73663,9519913781.493977,0.0,-256560.4845864612,7545.902928242194,0.0,3.5727938690940868e-09,-1.0641476169577465e-10,0.0,0.0,0.0,0.0,-160.00117320264314,0.0,0.0,126160000.0,0.0,0.0,10.0,0.0,0.0
41.0,1293140.0,-327715709069.8166,9757911559.797806,0.0,-256560.4844737753,7545.902924885872,0.0,3.398625329295505e-09,-1.0119589775627473e-10,0.0,0.0,0.0,0.0,-160.00129545511163,0.0,0.0,129314000.0,0.0,0.0,10.0,0.0,0.0
42.0,1324680.0,-335807626748.429,9995909337.998373,0.0,-256560.48436658265,7545.9029216941535,0.0,3.2368888631085707e-09,-9.635173544479738e-11,0.0,0.0,0.0,0.0,-0.0013775526181962763,0.0,0.0,132468000.0,0.0,0.0,10.0,0.0,0.0
43.0,1356220.0,-343899544423.741,10233907116.100683,0.0,-256560.48426449118,7545.90291865522,0.0,3.086428825644146e-09,-9.184724561070792e-11,0.0,0.0,0.0,0.0,-40.00141949516281,0.0,0.0,135622000.0,0.0,0.0,10.0,0.0,0.0
44.0,1387760.0,-351991462095.90796,10471904894.109385,0.0,-256560.48416714522,7545.902915758357,0.0,2.9462207978755124e-09,-8.765139872623662e-11,0.0,0.0,0.0,0.0,79.99857871725453,0.0,0.0,138776000.0,0.0,0.0,10.0,0.0,0.0
45.0,1419300.0,-360083379765.07434,10709902672.028807,0.0,-256560.4840742214,7545.902912993832,0.0,2.8153541032656572e-09,-8.373662914668267e-11,0.0,0.0,0.0,0.0,-0.00138291536617741,0.0,0.0,141930000.0,0.0,0.0,10.0,0.0,0.0
46.0,1450840.0,-368175297431.37494,10947900449.862984,0.0,-256560.48398542512,7545.902910352778,0.0,2.693016982808837e-09,-8.007838125825622e-11,0.0,0.0,0.0,0.0,79.99869560697506,0.0,0.0,145084000.0,0.0,0.0,10.0,0.0,0.0
47.0,1482380.0,-376267215094.9358,11185898227.61568,0.0,-256560.48390048736,7545.902907827106,0.0,2.5784839763567243e-09,-7.665472351553892e-11,0.0,0.0,0.0,0.0,-40.001185715721746,-0.0,0.0,148238000.0,0.0,0.0,10.0,0.0,0.0
48.0,1513920.0,-384359132755.87463,11423896005.29042,0.0,-256560.48381916198,7545.902905409416,0.0,2.471105142803568e-09,-7.344601900602251e-11,0.0,0.0,0.0,0.0,-0.0010268834566048131,0.0,0.0,151392000.0,0.0,0.0,10.0,0.0,0.0
49.0,1545460.0,-392451050414.3019,11661893782.890503,0.0,-256560.48374122332,7545.902903092929,0.0,2.3702968191368758e-09,-7.043464327466128e-11,0.0,0.0,0.0,0.0,-160.0008278962295,0.0,0.0,154546000.0,0.0,0.0,10.0,0.0,0.0
50.0,1577000.0,-400542968070.3211,11899891560.419022,0.0,-256560.48366646416,7545.90290087142,0.0,2.275533672316931e-09,-6.760474181611275e-11,0.0,0.0,0.0,0.0,-160.00058875404048,0.0,0.0,157700000.0,0.0,0.0,10.0,0.0,0.0
51.0,1608540.0,-408634885724.02954,12137889337.878881,0.0,-256560.48359469383,7545.902898739166,0.0,2.186341841333879e-09,-6.494202098742752e-11,0.0,0.0,0.0,0.0,-0.0003094568894638078,0.0,0.0,160854000.0,0.0,0.0,10.0,0.0,0.0
52.0,1640080.0,-416726803375.51874,12375887115.272814,0.0,-256560.4835257366,7545.9028966908945,0.0,2.1022930018396223e-09,-6.24335671793835e-11,0.0,0.0,0.0,0.0,-39.999990004776514,0.0,0.0,164008000.0,0.0,0.0,10.0,0.0,0.0
53.0,1671620.0,-424818721024.8748,12613884892.603392,0.0,-256560.48345943028,7545.90289472174,0.0,2.0229992141923178e-09,-6.006768996452687e-11,0.0,0.0,0.0,0.0,79.99949533808463,0.0,0.0,167162000.0,0.0,0.0,10.0,0.0,0.0
54.0,1703160.0,-432910638672.179,12851882669.87304,0.0,-256560.48339562488,7545.9028928272055,0.0,1.9481084389288924e-09,-5.783378565631135e-11,0.0,0.0,0.0,0.0,-0.0009791640922929283,0.0,0.0,170316000.0,0.0,0.0,10.0,0.0,0.0
55.0,1734700.0,-441002556317.50806,13089880447.084044,0.0,-256560.48333418154,7545.9028910031275,0.0,1.87730062264746e-09,-5.572221829934119e-11,0.0,0.0,0.0,0.0,79.99858648869275,0.0,0.0,173470000.0,0.0,0.0,10.0,0.0,0.0
56.0,1766240.0,-449094473960.9344,13327878224.238567,0.0,-256560.48327497148,7545.902889245649,0.0,1.810284272863496e-09,-5.372421559138959e-11,0.0,0.0,0.0,0.0,-40.00180770356025,-0.0,0.0,176624000.0,0.0,0.0,10.0,0.0,0.0
57.0,1797780.0,-457186391602.52655,13565876001.338654,0.0,-256560.48321787512,7545.902887551188,0.0,1.7467934532537122e-09,-5.183177763390596e-11,0.0,0.0,0.0,0.0,-0.0021617408513245257,0.0,0.0,179778000.0,0.0,0.0,10.0,0.0,0.0
58.0,1829320.0,-465278309242.3495,13803873778.386238,0.0,-256560.48316278125,7545.902885916414,0.0,1.6865851413376203e-09,-5.0037596735246975e-11,0.0,0.0,0.0,0.0,-160.00247562318043,0.0,0.0,182932000.0,0.0,0.0,10.0,0.0,0.0
59.0,1860860.0,-473370226880.4647,14041871555.383154,0.0,-256560.48310958635,7545.9028843382275,0.0,1.6294368994812026e-09,-4.8334986762685765e-11,0.0,0.0,0.0,0.0,-160.0027493505476,0.0,0.0,186086000.0,0.0,0.0,10.0,0.0,0.0
60.0,1892400.0,-481462144516.9306,14279869332.33114,0.0,-256560.4830581939,7545.902882813742,0.0,1.575144817470097e-09,-4.6717820765617026e-11,0.0,0.0,0.0,0.0,-0.002982922952797277,0.0,0.0,189240000.0,0.0,0.0,10.0,0.0,0.0
61.0,1923940.0,-489554062151.8026,14517867109.23185,0.0,-256560.48300851384,7545.902881340262,0.0,1.5235216910563088e-09,-4.518047578150656e-11,0.0,0.0,0.0,0.0,-40.00317634039605,0.0,0.0,192394000.0,0.0,0.0,10.0,0.0,0.0
62.0,1955480.0,-497645979785.13336,14755864886.08685,0.0,-256560.48296046196,7545.902879915269,0.0,1.4743954060467624e-09,-4.371778389466077e-11,0.0,0.0,0.0,0.0,79.99667039712263,0.0,0.0,195548000.0,0.0,0.0,10.0,0.0,0.0
63.0,1987020.0,-505737897416.97296,14993862662.897633,0.0,-256560.48291395954,7545.902878536411,0.0,1.4276075018469002e-09,-4.232498875117208e-11,0.0,0.0,0.0,0.0,-0.0034427103967215994,0.0,0.0,198702000.0,0.0,0.0,10.0,0.0,0.0
64.0,2018560.0,-513829815047.3692,15231860439.665619,0.0,-256560.4828689328,7545.902877201481,0.0,1.3830118920390907e-09,-4.0997706845787634e-11,0.0,0.0,0.0,0.0,79.99648433704589,0.0,0.0,201856000.0,0.0,0.0,10.0,0.0,0.0
65.0,2050100.0,-521921732676.36743,15469858216.392162,0.0,-256560.48282531262,7545.902875908413,0.0,1.3404737226782413e-09,-3.973189299149249e-11,0.0,0.0,0.0,0.0,-40.00354846054957,-0.0,0.0,205010000.0,0.0,0.0,10.0,0.0,0.0
66.0,2081640.0,-530013650304.01105,15707855993.078552,0.0,-256560.48278303407,7545.902874655269,0.0,1.2998683516199063e-09,-3.85238094631982e-11,0.0,0.0,0.0,0.0,-0.0035411031830693026,0.0,0.0,208164000.0,0.0,0.0,10.0,0.0,0.0
67.0,2113180.0,-538105567930.34143,15945853769.726019,0.0,-256560.48274203623,7545.902873440228,0.0,1.2610804344362523e-09,-3.736999837546038e-11,0.0,0.0,0.0,0.0,-160.00349359085465,0.0,0.0,211318000.0,0.0,0.0,10.0,0.0,0.0
68.0,2144720.0,-546197485555.398,16183851546.335737,0.0,-256560.48270226174,7545.9028722615785,0.0,1.2240031043861042e-09,-3.626725691257263e-11,0.0,0.0,0.0,0.0,-160.00340592356423,0.0,0.0,214472000.0,0.0,0.0,10.0,0.0,0.0
69.0,2176260.0,-554289403179.2185,16421849322.908829,0.0,-256560.48266365667,7545.902871117709,0.0,1.1885372355393175e-09,-3.521261507931538e-11,0.0,0.0,0.0,0.0,-0.0032781013118676297,0.0,0.0,217626000.0,0.0,0.0,10.0,0.0,0.0
70.0,2207800.0,-562381320801.8391,16659847099.446367,0.0,-256560.4826261702,7545.902870007103,0.0,1.1545907795564767e-09,-3.420331568341554e-11,0.0,0.0,0.0,0.0,-40.00311012409756,0.0,0.0,220780000.0,0.0,0.0,10.0,0.0,0.0
71.0,2239340.0,-570473238423.2942,16897844875.949379,0.0,-256560.48258975442,7545.9028689283305,0.0,1.122078167828446e-09,-3.3236796297507707e-11,0.0,0.0,0.0,0.0,79.9970980080787,0.0,0.0,223934000.0,0.0,0.0,10.0,0.0,0.0
72.0,2270880.0,-578565156043.617,17135842652.418846,0.0,-256560.48255436408,7545.902867880042,0.0,1.090919771716738e-09,-3.231067298000473e-11,0.0,0.0,0.0,0.0,-0.0026537047830898926,0.0,0.0,227088000.0,0.0,0.0,10.0,0.0,0.0
73.0,2302420.0,-586657073662.839,17373840428.855713,0.0,-256560.48251995648,7545.9028668609635,0.0,1.0610414145302653e-09,-3.1422725561561534e-11,0.0,0.0,0.0,0.0,79.99763473731707,0.0,0.0,230242000.0,0.0,0.0,10.0,0.0,0.0
74.0,2333960.0,-594748991280.9907,17611838205.26088,0.0,-256560.48248649124,7545.902865869891,0.0,1.0323739296476874e-09,-3.0570884327392345e-11,0.0,0.0,0.0,0.0,-40.002910929834584,-0.0,0.0,233396000.0,0.0,0.0,10.0,0.0,0.0
75.0,2365500.0,-602840908898.1012,17849835981.635212,0.0,-256560.48245393016,7545.902864905685,0.0,1.004852759865221e-09,-2.975321794612895e-11,0.0,0.0,0.0,0.0,-0.003416442024297313,0.0,0.0,236550000.0,0.0,0.0,10.0,0.0,0.0
76.0,2397040.0,-610932826514.1984,18087833757.979538,0.0,-256560.4824222371,7545.902863967269,0.0,9.784175936321602e-10,-2.896792251363759e-11,0.0,0.0,0.0,0.0,-160.00388179925207,0.0,0.0,239704000.0,0.0,0.0,10.0,0.0,0.0
77.0,2428580.0,-619024744129.3091,18325831534.29466,0.0,-256560.48239137782,7545.90286305362,0.0,9.53012034343142e-10,-2.821331159563408e-11,0.0,0.0,0.0,0.0,-160.00430700151787,0.0,0.0,242858000.0,0.0,0.0,10.0,0.0,0.0
78.0,2460120.0,-627116661743.4591,18563829310.581337,0.0,-256560.48236131982,7545.902862163773,0.0,9.285832992980789e-10,-2.7487807166376557e-11,0.0,0.0,0.0,0.0,-0.004692048821702719,0.0,0.0,246012000.0,0.0,0.0,10.0,0.0,0.0
79.0,2491660.0,-635208579356.6732,18801827086.84031,0.0,-256560.48233203232,7545.902861296807,0.0,9.050819453265793e-10,-2.6789931352448167e-11,0.0,0.0,0.0,0.0,-40.005036941163596,0.0,0.0,249166000.0,0.0,0.0,10.0,0.0,0.0
80.0,2523200.0,-643300496968.9753,19039824863.072285,0.0,-256560.48230348603,7545.902860451853,0.0,8.824616184114409e-10,-2.6118298900906137e-11,0.0,0.0,0.0,0.0,79.99465832145644,0.0,0.0,252320000.0,0.0,0.0,10.0,0.0,0.0
81.0,2554740.0,-651392414580.3884,19277822639.277946,0.0,-256560.4822756532,7545.902859628081,0.0,8.606788249418121e-10,-2.547161030006557e-11,0.0,0.0,0.0,0.0,-0.0056062609615487365,0.0,0.0,255474000.0,0.0,0.0,10.0,0.0,0.0
82.0,2586280.0,-659484332190.9344,19515820415.457947,0.0,-256560.48224850738,7545.9028588247065,0.0,8.396927224866e-10,-2.4848645489080386e-11,0.0,0.0,0.0,0.0,79.99416931158241,0.0,0.0,258628000.0,0.0,0.0,10.0,0.0,0.0
83.0,2617820.0,-667576249800.6348,19753818191.61292,0.0,-256560.48222202348,7545.90285804098,0.0,8.194649282073258e-10,-2.4248258099422964e-11,0.0,0.0,0.0,0.0,-40.00601496091169,-0.0,0.0,261782000.0,0.0,0.0,10.0,0.0,0.0
84.0,2649360.0,-675668167409.5098,19991815967.74347,0.0,-256560.48219617756,7545.90285727619,0.0,7.999593432310919e-10,-2.3669370177476608e-11,0.0,0.0,0.0,0.0,-0.0061590784438365805,0.0,0.0,264936000.0,0.0,0.0,10.0,0.0,0.0
85.0,2680900.0,-683760085017.5793,20229813743.85019,0.0,-256560.48217094684,7545.902856529658,0.0,7.811419914820466e-10,-2.3110967342844732e-11,0.0,0.0,0.0,0.0,-160.00626304101405,0.0,0.0,268090000.0,0.0,0.0,10.0,0.0,0.0
86.0,2712440.0,-691852002624.8624,20467811519.93364,0.0,-256560.48214630963,7545.902855800738,0.0,7.629808716268519e-10,-2.2572094341744254e-11,0.0,0.0,0.0,0.0,-160.00632684862228,0.0,0.0,271244000.0,0.0,0.0,10.0,0.0,0.0
87.0,2743980.0,-699943920231.3776,20705809295.99437,0.0,-256560.48212224522,7545.902855088813,0.0,7.454458209286598e-10,-2.2051850959063255e-11,0.0,0.0,0.0,0.0,-0.006350501268570118,0.0,0.0,274398000.0,0.0,0.0,10.0,0.0,0.0
88.0,2775520.0,-708035837837.1425,20943807072.0329,0.0,-256560.48209873386,7545.902854393298,0.0,7.285083899273898e-10,-2.1549388256397903e-11,0.0,0.0,0.0,0.0,-40.006333998952925,0.0,0.0,277552000.0,0.0,0.0,10.0,0.0,0.0
89.0,2807060.0,-716127755442.1742,21181804848.049747,0.0,-256560.4820757567,7545.90285371363,0.0,7.121417269734623e-10,-2.1063905106695786e-11,0.0,0.0,0.0,0.0,79.9937226583247,0.0,0.0,280706000.0,0.0,0.0,10.0,0.0,0.0
90.0,2838600.0,-724219673046.4894,21419802624.0454,0.0,-256560.48205329577,7545.902853049274,0.0,6.963204717394177e-10,-2.059464499907762e-11,0.0,0.0,0.0,0.0,-0.0061805294357397626,0.0,0.0,283860000.0,0.0,0.0,10.0,0.0,0.0
91.0,2870140.0,-732311590650.104,21657800400.02033,0.0,-256560.4820313338,7545.902852399719,0.0,6.810206569204095e-10,-2.0140893090029174e-11,0.0,0.0,0.0,0.0,79.99395643776576,0.0,0.0,287014000.0,0.0,0.0,10.0,0.0,0.0
92.0,2901680.0,-740403508253.0336,21895798175.975,0.0,-256560.48200985443,7545.902851764476,0.0,6.662196174117226e-10,-1.9701973479489642e-11,0.0,0.0,0.0,0.0,-40.00586644007076,-0.0,0.0,290168000.0,0.0,0.0,10.0,0.0,0.0
93.0,2933220.0,-748495425855.293,22133795951.90985,0.0,-256560.48198884187,7545.902851143075,0.0,6.518959063203245e-10,-1.9277246692445325e-11,0.0,0.0,0.0,0.0,-0.005649162945344657,0.0,0.0,293322000.0,0.0,0.0,10.0,0.0,0.0
94.0,2964760.0,-756587343456.8969,22371793727.825314,0.0,-256560.48196828106,7545.902850535071,0.0,6.380292172290219e-10,-1.8866107348499038e-11,0.0,0.0,0.0,0.0,-160.005391730858,0.0,0.0,296476000.0,0.0,0.0,10.0,0.0,0.0
95.0,2996300.0,-764679261057.8591,22609791503.721806,0.0,-256560.48194815763,7545.902849940034,0.0,6.246003121868338e-10,-1.8467982003549222e-11,0.0,0.0,0.0,0.0,-160.00509414380866,0.0,0.0,299630000.0,0.0,0.0,10.0,0.0,0.0
96.0,3027840.0,-772771178658.1934,22847789279.599728,0.0,-256560.48192845774,7545.902849357553,0.0,6.115909549485482e-10,-1.808232714920423e-11,0.0,0.0,0.0,0.0,-0.004756401797402308,0.0,0.0,302784000.0,0.0,0.0,10.0,0.0,0.0
97.0,3059380.0,-780863096257.9127,23085787055.459473,0.0,-256560.48190916816,7545.9028487872365,0.0,5.989838490306665e-10,-1.7708627356893523e-11,0.0,0.0,0.0,0.0,-40.00437850482419,0.0,0.0,305938000.0,0.0,0.0,10.0,0.0,0.0
98.0,3090920.0,-788955013857.0299,23323784831.301414,0.0,-256560.48189027622,7545.902848228707,0.0,5.867625801906712e-10,-1.734639355483768e-11,0.0,0.0,0.0,0.0,79.99603954711098,0.0,0.0,309092000.0,0.0,0.0,10.0,0.0,0.0
99.0,3122460.0,-797046931455.5574,23561782607.12592,0.0,-256560.48187176973,7545.902847681601,0.0,5.749115629722852e-10,-1.699516142711764e-11,0.0,0.0,0.0,0.0,-0.0035022459918947492,0.0,0.0,312246000.0,0.0,0.0,10.0,0.0,0.0
100.0,3154000.0,-805138849053.5071,23799780382.933342,0.0,-256560.48185363703,7545.902847145574,0.0,5.634159909915345e-10,-1.6654489925054082e-11,0.0,0.0,0.0,0.0,79.99699611586718,0.0,0.0,315400000.0,0.0,0.0,10.0,0.0,0.0
