iteration,time,x,y,z,v_x,v_y,v_z,a_x,a_y,a_z,F_x,F_y,F_z,psi,theta,phi,psi_dot,theta_dot,phi_dot,T_psi,T_theta,T_phi
14.0,1.4000000000000001,6999992.038970344,10564.321993191455,0.0,-11.36437771166441,7545.93888360857,0.0,-8.097773281345994,-0.012221083094915224,0.0,0.0,0.0,0.0,13.564223379058186,0.0,0.0,-42.16342936873715,0.0,0.0,-7.410063158030383,0.0,0.0
15.0,1.5,6999990.862043706,11318.915820446897,0.0,-12.17415503979901,7545.93766150026,0.0,-8.09516170456243,-0.013089796214404752,0.0,0.0,0.0,0.0,9.169669273231563,0.0,0.0,-45.72765274779533,0.0,0.0,-3.564223379058186,0.0,0.0
16.0,1.6,6999989.6041523935,12073.509521147942,0.0,-12.983671210255253,7545.936352520639,0.0,-8.092551437520813,-0.013957948847999445,0.0,0.0,0.0,0.0,4.638420534790451,0.0,0.0,-44.897322021026895,0.0,0.0,0.8303307267684374,0.0,0.0
17.0,1.7000000000000002,6999988.265322516,12828.103086610261,0.0,-13.792926354007333,7545.934956725754,0.0,-8.089942479316436,-0.014825541437480848,0.0,0.0,0.0,0.0,0.41676730594823913,0.0,0.0,-39.53574255581734,0.0,0.0,5.361579465209549,0.0,0.0
18.0,1.8,6999986.845580168,13582.69650815513,0.0,-14.601920601938977,7545.93347417161,0.0,-8.087334829045393,-0.01569257442420978,0.0,0.0,0.0,0.0,-3.057645314930907,0.0,0.0,-29.952509861765584,0.0,0.0,9.58323269405176,0.0,0.0
19.0,1.9000000000000001,6999985.344951434,14337.28977710942,0.0,-15.410654084843516,7545.931904914168,0.0,-8.084728485804561,-0.016559048249126764,0.0,0.0,0.0,0.0,-5.40001403536092,0.0,0.0,-16.894864546834683,0.0,0.0,13.057645314930907,0.0,0.0
20.0,2.0,6999983.763462383,15091.882884805595,0.0,-16.219126933423972,7545.930249009343,0.0,-8.08212344869162,-0.01742496335275257,0.0,0.0,0.0,0.0,-6.319499788276343,0.0,0.0,-1.4948505114737642,0.0,0.0,15.40001403536092,0.0,0.0
21.0,2.1,6999982.101139072,15846.475822581713,0.0,-17.027339278293134,7545.928506513008,0.0,-8.079519716805036,-0.01829032017518863,0.0,0.0,0.0,0.0,-5.653009850009901,0.0,0.0,14.824649276802575,0.0,0.0,16.319499788276342,0.0,0.0
22.0,2.2,6999980.358007546,16601.068581781412,0.0,-17.835291249973636,7545.92667748099,0.0,-8.076917289244072,-0.019155119156117537,0.0,0.0,0.0,0.0,-3.38789442982915,0.0,0.0,30.477659126812473,0.0,0.0,15.653009850009902,0.0,0.0
23.0,2.3000000000000003,6999978.534093834,17355.661153753914,0.0,-18.642982978898043,7545.924761969075,0.0,-8.074316165108767,-0.020019360734803503,0.0,0.0,0.0,0.0,0.3292662043435556,0.0,0.0,43.865553556641615,0.0,0.0,13.38789442982915,0.0,0.0
24.0,2.4000000000000004,6999976.629423955,18110.253529854017,0.0,-19.45041459540892,7545.922760033001,0.0,-8.071716343499974,-0.020883045350092878,0.0,0.0,0.0,0.0,5.19935824979054,0.0,0.0,53.53628735229806,0.0,0.0,9.670733795656444,0.0,0.0
25.0,2.5,6999974.644023914,18864.84570144209,0.0,-20.257586229758918,7545.920671728466,0.0,-8.069117823519312,-0.021746173440414535,0.0,0.0,0.0,0.0,10.793019072530818,0.0,0.0,58.33692910250752,0.0,0.0,4.80064175020946,0.0,0.0
26.0,2.6,6999972.577919702,19619.437659884068,0.0,-21.06449801211085,7545.918497111122,0.0,-8.066520604269199,-0.022608745443780418,0.0,0.0,0.0,0.0,16.58706102915503,0.0,0.0,57.5439100299767,0.0,0.0,-0.7930190725308179,0.0,0.0
27.0,2.7,6999970.431137298,20374.029396551454,0.0,-21.87115007253777,7545.916236236578,0.0,-8.06392468485284,-0.023470761797785972,0.0,0.0,0.0,0.0,22.012098980694955,0.0,0.0,50.95684900082167,0.0,0.0,-6.587061029155031,0.0,0.0
28.0,2.8000000000000003,6999968.203702668,21128.6209028213,0.0,-22.677542541023055,7545.913889160398,0.0,-8.061330064374228,-0.024332222939610636,0.0,0.0,0.0,0.0,26.507178931742374,0.0,0.0,38.94475002012672,0.0,0.0,-12.012098980694955,0.0,0.0
29.0,2.9000000000000004,6999965.895641764,21883.212170076225,0.0,-23.48367554746048,7545.911455938104,0.0,-8.058736741938135,-0.025193129306018282,0.0,0.0,0.0,0.0,29.576294987167916,0.0,0.0,22.437571088384345,0.0,0.0,-16.507178931742374,0.0,0.0
30.0,3.0,6999963.506980525,22637.80318970439,0.0,-24.28954922165429,7545.908936625174,0.0,-8.056144716650126,-0.026053481333357723,0.0,0.0,0.0,0.0,30.841237346647958,0.0,0.0,2.8612761012164327,0.0,0.0,-19.576294987167916,0.0,0.0
31.0,3.1,6999961.03774488,23392.3939530995,0.0,-25.095163693319304,7545.90633127704,0.0,-8.053553987616539,-0.026913279457563118,0.0,0.0,0.0,0.0,30.085303089437204,0.0,0.0,-17.979961245431525,0.0,0.0,-20.841237346647958,0.0,0.0
32.0,3.2,6999958.48796074,24146.984451660806,0.0,-25.90051909208096,7545.903639949094,0.0,-8.050964553944507,-0.027772524114154522,0.0,0.0,0.0,0.0,27.283041810422198,0.0,0.0,-38.06526433486873,0.0,0.0,-20.085303089437204,0.0,0.0
33.0,3.3000000000000003,6999955.857654008,24901.574676793094,0.0,-26.70561554747541,7545.900862696682,0.0,-8.048376414741938,-0.028631215738238274,0.0,0.0,0.0,0.0,22.612363286414215,0.0,0.0,-55.34830614529093,0.0,0.0,-17.283041810422198,0.0,0.0
34.0,3.4000000000000004,6999953.146850571,25656.16461990668,0.0,-27.510453188949604,7545.897999575109,0.0,-8.045789569117522,-0.0294893547645075,0.0,0.0,0.0,0.0,16.44691450756441,0.0,0.0,-67.96066943170514,0.0,0.0,-12.612363286414215,0.0,0.0
35.0,3.5,6999950.355576305,26410.75427241742,0.0,-28.315032145861355,7545.895050639632,0.0,-8.04320401618073,-0.030346941627242593,0.0,0.0,0.0,0.0,9.328501839015676,0.0,0.0,-74.40758393926956,0.0,0.0,-6.446914507564411,0.0,0.0
36.0,3.6,6999947.48385707,27165.343625746675,0.0,-29.11935254747943,7545.892015945469,0.0,-8.040619755041815,-0.031203976760311634,0.0,0.0,0.0,0.0,1.9213183531379363,0.0,0.0,-73.73608577828523,0.0,0.0,0.6714981609843242,0.0,0.0
37.0,3.7,6999944.531718717,27919.932671321338,0.0,-29.923414522983613,7545.888895547793,0.0,-8.038036784811807,-0.0320604605971709,0.0,0.0,0.0,0.0,-5.048356142347485,0.0,0.0,-65.65740413142316,0.0,0.0,8.078681646862064,0.0,0.0
38.0,3.8000000000000003,6999941.499187081,28674.521400573813,0.0,-30.727218201464794,7545.885689501733,0.0,-8.03545510460251,-0.03291639357086529,0.0,0.0,0.0,0.0,-10.86167874837243,0.0,0.0,-50.60904798907568,0.0,0.0,15.048356142347485,0.0,0.0
39.0,3.9000000000000004,6999938.386287985,29429.109804942018,0.0,-31.530763711925044,7545.882397862376,0.0,-8.032874713526516,-0.03377177611402882,0.0,0.0,0.0,0.0,-14.879499609861371,0.0,0.0,-29.747369240703247,0.0,0.0,20.86167874837243,0.0,0.0
40.0,4.0,6999935.19304724,30183.697875869373,0.0,-32.334051183277694,7545.879020684764,0.0,-8.030295610697188,-0.03462660865888506,0.0,0.0,0.0,0.0,-16.61026155343863,0.0,0.0,-4.867869630841877,0.0,0.0,24.87949960986137,0.0,0.0
41.0,4.1000000000000005,6999931.919490644,30938.285604804805,0.0,-33.137080744347415,7545.8755580238985,0.0,-8.027717795228657,-0.0354808916372476,0.0,0.0,0.0,0.0,-15.766535438850884,0.0,0.0,21.742391922596756,0.0,0.0,26.61026155343863,0.0,0.0
42.0,4.2,6999928.56564398,31692.87298320274,0.0,-33.93985252387028,7545.872009934735,0.0,-8.02514126623584,-0.03633462548052053,0.0,0.0,0.0,0.0,-12.303969474648662,0.0,0.0,47.50892736144764,0.0,0.0,25.766535438850884,0.0,0.0
43.0,4.3,6999925.131533021,32447.460002523083,0.0,-34.742366650493864,7545.868376472186,0.0,-8.022566022834418,-0.03718781061969884,0.0,0.0,0.0,0.0,-6.437878264771467,0.0,0.0,69.81289683609629,0.0,0.0,22.30396947464866,0.0,0.0
44.0,4.4,6999921.617183526,33202.04665423125,0.0,-35.544623252777306,7545.864657691124,0.0,-8.019992064140855,-0.038040447485368986,0.0,0.0,0.0,0.0,1.365305332076737,0.0,0.0,86.25077510086776,0.0,0.0,16.437878264771467,0.0,0.0
45.0,4.5,6999918.0226212405,33956.63292979813,0.0,-36.346622459191394,7545.860853646375,0.0,-8.017419389272382,-0.03889253650770925,0.0,0.0,0.0,0.0,10.422117575559676,0.0,0.0,94.88546976879101,0.0,0.0,8.634694667923263,0.0,0.0
46.0,4.6000000000000005,6999914.347871898,34711.21882070008,0.0,-37.14836439811863,7545.856964392725,0.0,-8.014847997347,-0.039744078116490236,0.0,0.0,0.0,0.0,19.889558673660794,0.0,0.0,94.46335219323133,0.0,0.0,-0.42211757555967644,0.0,0.0
47.0,4.7,6999910.592961218,35465.80431841896,0.0,-37.94984919785333,7545.852989984914,0.0,-8.012277887483485,-0.04059507274107535,0.0,0.0,0.0,0.0,28.841415959300893,0.0,0.0,84.57379351957053,0.0,0.0,-9.889558673660794,0.0,0.0
48.0,4.800000000000001,6999906.757914909,36220.389414442085,0.0,-38.75107698660168,7545.848930477639,0.0,-8.00970905880138,-0.0414455208104212,0.0,0.0,0.0,0.0,36.3567245132929,0.0,0.0,65.73237756026964,0.0,0.0,-18.841415959300893,0.0,0.0
49.0,4.9,6999902.842758665,36974.97410026225,0.0,-39.552047892481816,7545.844785925558,0.0,-8.007141510421,-0.04229542275307814,0.0,0.0,0.0,0.0,41.61212604365522,0.0,0.0,39.37565304697674,0.0,0.0,-26.356724513292903,0.0,0.0
50.0,5.0,6999898.847518168,37729.558367377685,0.0,-40.35276204352392,7545.840556383283,0.0,-8.004575241463417,-0.04314477899719057,0.0,0.0,0.0,0.0,43.969085046170136,0.0,0.0,7.763527003321514,0.0,0.0,-31.612126043655223,0.0,0.0
51.0,5.1000000000000005,6999894.772219088,38484.14220729212,0.0,-41.153219567670256,7545.836241905383,0.0,-8.002010251050494,-0.04399358997049763,0.0,0.0,0.0,0.0,43.046983494193775,0.0,0.0,-26.205558042848622,0.0,0.0,-33.969085046170136,0.0,0.0
52.0,5.2,6999890.61688708,39238.72561151471,0.0,-41.9534205927753,7545.831842546386,0.0,-7.999446538304834,-0.04484185610033343,0.0,0.0,0.0,0.0,38.77407851519923,0.0,0.0,-59.2525415370424,0.0,0.0,-33.046983494193775,0.0,0.0
53.0,5.300000000000001,6999886.381547787,39993.30857156007,0.0,-42.75336524660579,7545.827358360776,0.0,-7.996884102349822,-0.04568957781362757,0.0,0.0,0.0,0.0,31.410120435735028,0.0,0.0,-88.02662005224161,0.0,0.0,-28.77407851519923,0.0,0.0
54.0,5.4,6999882.066226842,40747.891078948254,0.0,-43.553053656840774,7545.822789402995,0.0,-7.994322942309604,-0.0465367555369057,0.0,0.0,0.0,0.0,21.53695240872411,0.0,0.0,-109.43674048797664,0.0,0.0,-21.410120435735028,0.0,0.0
55.0,5.5,6999877.670949861,41502.47312520478,0.0,-44.352485951071735,7545.818135727442,0.0,-7.991763057309088,-0.047383389696289815,0.0,0.0,0.0,0.0,10.016430739490241,0.0,0.0,-120.97369289670075,0.0,0.0,-11.536952408724112,0.0,0.0
56.0,5.6000000000000005,6999873.195742451,42257.05470186057,0.0,-45.151662256802645,7545.813397388472,0.0,-7.989204446473945,-0.0482294807174988,0.0,0.0,0.0,0.0,-2.08176008715435,0.0,0.0,-120.990123636191,0.0,0.0,-0.01643073949024121,0.0,0.0
57.0,5.7,6999868.640630202,43011.635800452015,0.0,-45.95058270145004,7545.808574440401,0.0,-7.98664710893062,-0.04907502902584892,0.0,0.0,0.0,0.0,-13.576684446415735,0.0,0.0,-108.90836354903665,0.0,0.0,12.08176008715435,0.0,0.0
58.0,5.800000000000001,6999864.005638696,43766.21641252091,0.0,-46.7492474123431,7545.803666937498,0.0,-7.984091043806301,-0.04992003504625413,0.0,0.0,0.0,0.0,-23.28868657899861,0.0,0.0,-85.33167910262092,0.0,0.0,23.576684446415733,0.0,0.0
59.0,5.9,6999859.2907935,44520.79652961448,0.0,-47.547656516723734,7545.798674933993,0.0,-7.981536250228948,-0.05076449920322663,0.0,0.0,0.0,0.0,-30.15742016031077,0.0,0.0,-52.042992523622324,0.0,0.0,33.28868657899861,0.0,0.0
60.0,6.0,6999854.496120167,45275.376143285386,0.0,-48.345810141746625,7545.793598484073,0.0,-7.978982727327283,-0.05160842192087734,0.0,0.0,0.0,0.0,-33.35384840465747,0.0,0.0,-11.885572363311553,0.0,0.0,40.15742016031077,0.0,0.0
61.0,6.1000000000000005,6999849.621644239,46029.95524509168,0.0,-49.143708414479356,7545.7884376418815,0.0,-7.97643047423078,-0.052451803622916245,0.0,0.0,0.0,0.0,-32.37471322075575,0.0,0.0,31.468276041345923,0.0,0.0,43.35384840465747,0.0,0.0
62.0,6.2,6999844.667391245,46784.53382659685,0.0,-49.941351461902435,7545.783192461519,0.0,-7.973879490069675,-0.053294644732652934,0.0,0.0,0.0,0.0,-27.109149955583362,0.0,0.0,73.84298926210167,0.0,0.0,42.37471322075575,0.0,0.0
63.0,6.300000000000001,6999839.633386701,47539.11187936978,0.0,-50.7387394109094,7545.777862997046,0.0,-7.971329773974965,-0.05413694567299704,0.0,0.0,0.0,0.0,-17.869393531594024,0.0,0.0,110.95213921768502,0.0,0.0,37.10914995558336,0.0,0.0
64.0,6.4,6999834.5196561115,48293.68939498476,0.0,-51.5358723883069,7545.772449302479,0.0,-7.968781325078402,-0.0549787068664586,0.0,0.0,0.0,0.0,-5.380709933245823,0.0,0.0,138.82153274927904,0.0,0.0,27.869393531594024,0.0,0.0
65.0,6.5,6999829.326224966,49048.266365021474,0.0,-52.33275052081474,7545.766951431792,0.0,-7.96623414251249,-0.05581992873514862,0.0,0.0,0.0,0.0,9.270478838344374,0.0,0.0,154.20224268252485,0.0,0.0,15.380709933245823,0.0,0.0
66.0,6.6000000000000005,6999824.053118743,49802.84278106501,0.0,-53.12937393506599,7545.761369438918,0.0,-7.963688225410491,-0.056660611700779455,0.0,0.0,0.0,0.0,24.727179164679637,0.0,0.0,154.93176384418047,0.0,0.0,0.7295211616556259,0.0,0.0
67.0,6.7,6999818.700362909,50557.41863470584,0.0,-53.92574275760704,7545.755703377748,0.0,-7.96114357290642,-0.05750075618466521,0.0,0.0,0.0,0.0,39.483996590863704,0.0,0.0,140.20458467950084,0.0,0.0,-14.727179164679637,0.0,0.0
68.0,6.800000000000001,6999813.267982915,51311.99391753984,0.0,-54.72185711489768,7545.74995330213,0.0,-7.958600184135055,-0.058340362607722365,0.0,0.0,0.0,0.0,52.0302552292706,0.0,0.0,110.72058808863714,0.0,0.0,-29.483996590863704,0.0,0.0
69.0,6.9,6999807.756004202,52066.56862116824,0.0,-55.51771713331119,7545.744119265869,0.0,-7.956058058231915,-0.059179431390470015,0.0,0.0,0.0,0.0,61.000801276670785,0.0,0.0,68.69033285936655,0.0,0.0,-42.0302552292706,0.0,0.0
70.0,7.0,6999802.164452199,52821.14273719767,0.0,-56.31332293913438,7545.73820132273,0.0,-7.95351719433327,-0.060017962953030336,0.0,0.0,0.0,0.0,65.3197944987739,0.0,0.0,17.689531582695764,0.0,0.0,-51.000801276670785,0.0,0.0
71.0,7.1000000000000005,6999796.493352319,53575.71625724013,0.0,-57.10867465856771,7545.732199526435,0.0,-7.950977591576155,-0.06085595771512923,0.0,0.0,0.0,0.0,64.32275793210478,0.0,0.0,-37.63026291607814,0.0,0.0,-55.3197944987739,0.0,0.0
72.0,7.2,6999790.742729966,54330.289172912984,0.0,-57.90377241772532,7545.726113930663,0.0,-7.948439249098342,-0.06169341609609652,0.0,0.0,0.0,0.0,57.84359374389174,0.0,0.0,-91.95302084818292,0.0,0.0,-54.32275793210478,0.0,0.0
73.0,7.300000000000001,6999784.912610527,55084.86147583897,0.0,-58.698616342635155,7545.719944589054,0.0,-7.945902166038365,-0.06253033851486658,0.0,0.0,0.0,0.0,46.256111971878866,0.0,0.0,-139.79661459207466,0.0,0.0,-47.84359374389174,0.0,0.0
74.0,7.4,6999779.003019382,55839.43315764618,0.0,-59.49320655923899,7545.713691555202,0.0,-7.943366341535492,-0.06336672538997863,0.0,0.0,0.0,0.0,30.463644914077456,0.0,0.0,-176.0527265639535,0.0,0.0,-36.256111971878866,0.0,0.0
75.0,7.5,6999773.013981895,56594.00420996807,0.0,-60.287543193392544,7545.707354882663,0.0,-7.940831774729752,-0.06420257713957726,0.0,0.0,0.0,0.0,11.835190011978224,0.0,0.0,-196.51637147803098,0.0,0.0,-20.463644914077456,0.0,0.0
76.0,7.6000000000000005,6999766.945523417,57348.574624443456,0.0,-61.08162637086552,7545.700934624949,0.0,-7.938298464761915,-0.06503789418141288,0.0,0.0,0.0,0.0,-7.908206636423787,0.0,0.0,-198.3515614900092,0.0,0.0,-1.8351900119782236,0.0,0.0
77.0,7.7,6999760.797669287,58103.14439271648,0.0,-61.875456217341714,7545.6944308355305,0.0,-7.9357664107735015,-0.06587267693284211,0.0,0.0,0.0,0.0,-26.847952453603515,0.0,0.0,-180.44335485358542,0.0,0.0,17.908206636423788,0.0,0.0
78.0,7.800000000000001,6999754.5704448335,58857.713506436645,0.0,-62.669032858419065,7545.687843567837,0.0,-7.9332356119067695,-0.06670692581082822,0.0,0.0,0.0,0.0,-43.049890316281875,0.0,0.0,-143.5954023999819,0.0,0.0,36.84795245360351,0.0,0.0
79.0,7.9,6999748.26387537,59612.2819572588,0.0,-63.46235641960974,7545.681172875256,0.0,-7.930706067304737,-0.06754064123194169,0.0,0.0,0.0,0.0,-54.75693604046597,0.0,0.0,-90.54551208370003,0.0,0.0,53.049890316281875,0.0,0.0
80.0,8.0,6999741.877986197,60366.84973684312,0.0,-64.25542702634021,7545.674418811133,0.0,-7.928177776111148,-0.06837382361236043,0.0,0.0,0.0,0.0,-60.57364044681267,0.0,0.0,-25.788576043234073,0.0,0.0,64.75693604046597,0.0,0.0
81.0,8.1,6999735.412802606,61121.41683685512,0.0,-65.04824480395133,7545.667581428772,0.0,-7.925650737470506,-0.06920647336787042,0.0,0.0,0.0,0.0,-59.62381602879544,0.0,0.0,44.7850644035786,0.0,0.0,70.57364044681268,0.0,0.0
82.0,8.200000000000001,6999728.868349872,61875.983248965626,0.0,-65.84080987769839,7545.660660781435,0.0,-7.923124950528047,-0.07003859091386602,0.0,0.0,0.0,0.0,-51.66411878699781,0.0,0.0,114.40888043237403,0.0,0.0,69.62381602879543,0.0,0.0
83.0,8.3,6999722.244653259,62630.548964850816,0.0,-66.63312237275119,7545.6536569223435,0.0,-7.920600414429753,-0.07087017666535052,0.0,0.0,0.0,0.0,-37.14002480441052,0.0,0.0,176.07299921937184,0.0,0.0,61.66411878699781,0.0,0.0
84.0,8.4,6999715.54173802,63385.113976192166,0.0,-67.42518241419417,7545.646569904677,0.0,-7.918077128322346,-0.07170123103693642,0.0,0.0,0.0,0.0,-17.17572364225281,0.0,0.0,223.21302402378234,0.0,0.0,47.14002480441052,0.0,0.0
85.0,8.5,6999708.759629393,64139.67827467648,0.0,-68.2169901270264,7545.639399781573,0.0,-7.91555509135329,-0.07253175444284601,0.0,0.0,0.0,0.0,6.504364942238066,0.0,0.0,250.38874766603516,0.0,0.0,27.17572364225281,0.0,0.0
86.0,8.6,6999701.898352605,64894.24185199587,0.0,-69.00854563616174,7545.632146606129,0.0,-7.913034302670782,-0.07336174729691174,0.0,0.0,0.0,0.0,31.718021461729677,0.0,0.0,253.8843827237971,0.0,0.0,3.495635057761934,0.0,0.0
87.0,8.700000000000001,6999694.95793287,65648.80469984774,0.0,-69.79984906642882,7545.624810431399,0.0,-7.910514761423769,-0.07419121001257668,0.0,0.0,0.0,0.0,56.020558661022896,0.0,0.0,232.16636126206743,0.0,0.0,-21.718021461729677,0.0,0.0
88.0,8.8,6999687.938395389,66403.36680993483,0.0,-70.59090054257119,7545.617391310398,0.0,-7.907996466761928,-0.07502014300289493,0.0,0.0,0.0,0.0,76.9361668541785,0.0,0.0,186.14580260104452,0.0,0.0,-46.020558661022896,0.0,0.0
89.0,8.9,6999680.839765353,67157.92817396515,0.0,-71.38170018924738,7545.609889296097,0.0,-7.905479417835672,-0.07584854668053201,0.0,0.0,0.0,0.0,92.20393877157402,0.0,0.0,119.20963574686604,0.0,0.0,-66.9361668541785,0.0,0.0
90.0,9.0,6999673.662067937,67912.48878365202,0.0,-72.17224813103095,7545.602304441429,0.0,-7.902963613796156,-0.07667642145776543,0.0,0.0,0.0,0.0,100.01470540768193,0.0,0.0,37.00569697529204,0.0,0.0,-82.20393877157402,0.0,0.0
91.0,9.1,6999666.405328305,68667.04863071405,0.0,-72.96254449241057,7545.594636799283,0.0,-7.900449053795268,-0.077503767746485,0.0,0.0,0.0,0.0,99.21453983482704,0.0,0.0,-53.00900843238989,0.0,0.0,-90.01470540768193,0.0,0.0
92.0,9.200000000000001,6999659.069571611,69421.60770687515,0.0,-73.7525893977901,7545.5868864225085,0.0,-7.897935736985632,-0.0783305859581933,0.0,0.0,0.0,0.0,89.45291199984669,0.0,0.0,-142.22354826721693,0.0,0.0,-89.21453983482704,0.0,0.0
93.0,9.3,6999651.654822992,70176.16600386446,0.0,-74.54238297148866,7545.579053363913,0.0,-7.895423662520603,-0.07915687650400607,0.0,0.0,0.0,0.0,71.25791157313266,0.0,0.0,-221.67646026706362,0.0,0.0,-79.45291199984669,0.0,0.0
94.0,9.4,6999644.161107576,70930.72351341647,0.0,-75.33192533774073,7545.571137676263,0.0,-7.892912829554272,-0.07998263979465275,0.0,0.0,0.0,0.0,46.027369967769665,0.0,0.0,-282.93437184019626,0.0,0.0,-61.25791157313266,0.0,0.0
95.0,9.5,6999636.588450478,71685.2802272709,0.0,-76.12121662069616,7545.563139412284,0.0,-7.890403237241461,-0.0808078762404768,0.0,0.0,0.0,0.0,15.932564285361554,0.0,0.0,-318.96174180796595,0.0,0.0,-36.027369967769665,0.0,0.0
96.0,9.600000000000001,6999628.9368768,72439.83613717274,0.0,-76.91025694442031,7545.55505862466,0.0,-7.887894884737725,-0.08163258625143616,0.0,0.0,0.0,0.0,-16.260238109703117,0.0,0.0,-324.8943060933275,0.0,0.0,-5.932564285361554,0.0,0.0
97.0,9.700000000000001,6999621.206411631,73194.39123487227,0.0,-77.69904643289408,7545.546895366035,0.0,-7.885387771199352,-0.08245677023710375,0.0,0.0,0.0,0.0,-47.43665681355071,0.0,0.0,-298.6340679836244,0.0,0.0,26.260238109703117,0.0,0.0
98.0,9.8,6999613.397080049,73948.94551212502,0.0,-78.48758521001402,7545.538649689011,0.0,-7.882881895783353,-0.0832804286066677,0.0,0.0,0.0,0.0,-74.42823077123562,0.0,0.0,-241.19741117007368,0.0,0.0,57.43665681355071,0.0,0.0
99.0,9.9,6999605.508907119,74703.49896069178,0.0,-79.27587339959236,7545.530321646151,0.0,-7.880377257647478,-0.08410356176893213,0.0,0.0,0.0,0.0,-94.32656034968119,0.0,0.0,-156.76918039883807,0.0,0.0,84.42823077123562,0.0,0.0
100.0,10.0,6999597.541917892,75458.05157233859,0.0,-80.06391112535711,7545.521911289974,0.0,-7.877873855950198,-0.08492617013231717,0.0,0.0,0.0,0.0,-104.78715037208094,0.0,0.0,-52.442620049156915,0.0,0.0,104.32656034968119,0.0,0.0
101.0,10.100000000000001,6999589.49613741,76212.60333883674,0.0,-80.85169851095213,7545.513418672961,0.0,-7.875371689850719,-0.08574825410485966,0.0,0.0,0.0,0.0,-104.29205485839258,0.0,0.0,62.34453032292403,0.0,0.0,114.78715037208094,0.0,0.0
