iteration,time,x,y,z,v_x,v_y,v_z,a_x,a_y,a_z,F_x,F_y,F_z
0.0,0.0,7378140.0,0.0,0.0,0.0,7350.1,0.0,-7.322033968251593,0.0,0.0,0.0,0.0,0.0
1.0,10.0,7377773.898301587,73501.0,0.0,-73.22033968251593,7350.1,0.0,-7.108191282026192,-0.07081528583309944,0.0,0.0,0.0,0.0
2.0,20.0,7376686.285340661,146998.45923570835,0.0,-144.30225250277783,7349.391847141669,0.0,-6.903909157485821,-0.13757722229160052,0.0,0.0,0.0,0.0
3.0,30.0,7374898.067357759,220485.49884601045,0.0,-213.34134407763605,7348.0160749187535,0.0,-6.708607957710534,-0.20056558865064625,0.0,0.0,0.0,0.0
4.0,40.0,7372429.223519097,293955.63131576544,0.0,-280.4274236547414,7346.010419032247,0.0,-6.521752046177425,-0.26003718474544724,0.0,0.0,0.0,0.0
5.0,50.0,7369298.86168024,367402.7336468506,0.0,-345.64494411651566,7343.410047184792,0.0,-6.342845794476202,-0.3162280330505754,0.0,0.0,0.0,0.0
6.0,60.0,7365525.269949351,440821.022717046,0.0,-409.07340206127765,7340.247766854287,0.0,-6.1714300095817265,-0.36935533974065005,0.0,0.0,0.0,0.0
7.0,70.0,7361125.96442826,514205.03261860186,0.0,-470.78770215709494,7336.5542134568805,0.0,-6.007078730751982,-0.4196192443405288,0.0,0.0,0.0,0.0
8.0,80.0,7356117.733470151,587549.5937909536,0.0,-530.8584894646148,7332.358021013475,0.0,-5.849396352736335,-0.4672043835480117,0.0,0.0,0.0,0.0
9.0,90.0,7350516.678757868,660849.8137819109,0.0,-589.3524529919781,7327.685977177995,0.0,-5.698015037631598,-0.512281291385586,0.0,0.0,0.0,0.0
10.0,100.0,7344338.2534760665,734101.0594891215,0.0,-646.332603368294,7322.563164264138,0.0,-5.552592382565704,-0.5550076549134247,0.0,0.0,0.0,0.0
11.0,110.0,7337597.297823255,807298.9407490173,0.0,-701.8585271939511,7317.013087715004,0.0,-5.4128093145464975,-0.59552944223392,0.0,0.0,0.0,0.0
12.0,120.0,7330308.072085588,880439.2951540556,0.0,-755.986620339416,7311.057793292664,0.0,-5.278368187391658,-0.6339819173723318,0.0,0.0,0.0,0.0
13.0,130.0,7322484.287472825,953518.1739911136,0.0,-808.7703022133326,7304.717974118941,0.0,-5.1489910587432215,-0.6704905547737069,0.0,0.0,0.0,0.0
14.0,140.0,7314139.1348977545,1026531.8292045642,0.0,-860.2602128007647,7298.013068571204,0.0,-5.024418127839282,-0.7051718645671526,0.0,0.0,0.0,0.0
15.0,150.0,7305285.311863355,1099476.701297048,0.0,-910.5043940791576,7290.961349925532,0.0,-4.9044063170285,-0.7381341383765192,0.0,0.0,0.0,0.0
16.0,160.0,7295935.047606712,1172349.4080893844,0.0,-959.5484572494425,7283.580008541767,0.0,-4.78872798202132,-0.769478124269397,0.0,0.0,0.0,0.0
17.0,170.0,7286100.1266351165,1245146.7342685887,0.0,-1007.4357370696557,7275.8852272990725,0.0,-4.6771697376192956,-0.7992976384070198,0.0,0.0,0.0,0.0
18.0,180.0,7275791.910777539,1317865.621659659,0.0,-1054.2074344458488,7267.8922509150025,0.0,-4.56953138718733,-0.8276801200634393,0.0,0.0,0.0,0.0
19.0,190.0,7265021.359863721,1390503.160162806,0.0,-1099.9027483177222,7259.615449714368,0.0,-4.465624945464397,-0.8547071359039448,0.0,0.0,0.0,0.0
20.0,200.0,7253799.05113327,1463056.5793031545,0.0,-1144.5589977723662,7251.068378355329,0.0,-4.3652737454728205,-0.8804548387338548,0.0,0.0,0.0,0.0
21.0,210.0,7242135.197468273,1535523.2403447712,0.0,-1188.2117352270943,7242.26382996799,0.0,-4.268311621307209,-0.904994385335707,0.0,0.0,0.0,0.0
22.0,220.0,7230039.664534937,1607900.6289251843,0.0,-1230.8948514401663,7233.213886114633,0.0,-4.174582159480943,-0.9283923174937413,0.0,0.0,0.0,0.0
23.0,230.0,7217521.986912561,1680186.348170456,0.0,-1272.6406730349759,7223.9299629396955,0.0,-4.083938012296898,-0.9507109098493924,0.0,0.0,0.0,0.0
24.0,240.0,7204591.383281596,1752378.1122543605,0.0,-1313.480053157945,7214.422853841202,0.0,-3.996240267404509,-0.9720084878317465,0.0,0.0,0.0,0.0
25.0,250.0,7191256.770736646,1824473.740368381,0.0,-1353.44245583199,7204.702768962884,0.0,-3.9113578683189405,-0.9923397185552242,0.0,0.0,0.0,0.0
26.0,260.0,7177526.77828491,1896471.1510720819,0.0,-1392.5560345151794,7194.779371777332,0.0,-3.8291670812207617,-1.0117558772668647,0.0,0.0,0.0,0.0
27.0,270.0,7163409.759585697,1968368.356995992,0.0,-1430.847705327387,7184.661813004664,0.0,-3.749551003835025,-1.0303050916520904,0.0,0.0,0.0,0.0
28.0,280.0,7148913.804982232,2040163.459871456,0.0,-1468.3432153657373,7174.358762088143,0.0,-3.672399112614754,-1.048032566066112,0.0,0.0,0.0,0.0
29.0,290.0,7134046.752872944,2111854.645864034,0.0,-1505.0672064918847,7163.878436427482,0.0,-3.5976068448323306,-1.064980787544149,0.0,0.0,0.0,0.0
30.0,300.0,7118816.2004657835,2183440.1811889317,0.0,-1541.043274940208,7153.22862855204,0.0,-3.525075212518876,-1.081189715253953,0.0,0.0,0.0,0.0
31.0,310.0,7103229.513955755,2254918.4079886894,0.0,-1576.2940270653967,7142.416731399501,0.0,-3.454710445491548,-1.0966969548857266,0.0,0.0,0.0,0.0
32.0,320.0,7087293.838162826,2326287.74045494,0.0,-1610.841131520312,7131.449761850644,0.0,-3.3864236609761074,-1.1115379193248383,0.0,0.0,0.0,0.0
33.0,330.0,7071016.105664575,2397546.66117748,0.0,-1644.705368130073,7120.3343826573955,0.0,-3.3201305575709097,-1.1257459768194544,0.0,0.0,0.0,0.0
34.0,340.0,7054403.045455395,2468693.717705213,0.0,-1677.9066737057822,7109.076922889201,0.0,-3.255751131512118,-1.1393525877364652,0.0,0.0,0.0,0.0
35.0,350.0,7037461.191161762,2539727.5193047184,0.0,-1710.4641850209034,7097.683397011837,0.0,-3.193209413391118,-1.1523874308930293,0.0,0.0,0.0,0.0
36.0,360.0,7020196.888840883,2610646.733903292,0.0,-1742.3962791548147,7086.1595227029065,0.0,-3.1324332236466312,-1.1648785203563528,0.0,0.0,0.0,0.0
37.0,370.0,7002616.304388152,2681450.0852043033,0.0,-1773.720611391281,7074.510737499343,0.0,-3.0733539453079217,-1.1768523135195486,0.0,0.0,0.0,0.0
38.0,380.0,6984725.4305769745,2752136.349963621,0.0,-1804.4541508443601,7062.742214364148,0.0,-3.015906312603816,-1.1883338111854842,0.0,0.0,0.0,0.0
39.0,390.0,6966530.093752901,2822704.355416703,0.0,-1834.6132139703982,7050.858876252293,0.0,-2.9600282141767105,-1.1993466503224273,0.0,0.0,0.0,0.0
40.0,400.0,6948035.960202488,2893152.97684671,0.0,-1864.2134961121653,7038.865409749069,0.0,-2.9056605097528894,-1.2099131900941553,0.0,0.0,0.0,0.0
41.0,410.0,6929248.542215879,2963481.135284696,0.0,-1893.2701012096943,7026.766277848127,0.0,-2.8527468592215337,-1.2200545917122188,0.0,0.0,0.0,0.0
42.0,420.0,6910173.203860821,3033687.7953335913,0.0,-1921.7975698019097,7014.565731931005,0.0,-2.80123356316613,-1.2297908926085837,0.0,0.0,0.0,0.0
43.0,430.0,6890815.166484644,3103771.963108271,0.0,-1949.809905433571,7002.267823004919,0.0,-2.751069413974455,-1.2391410753823247,0.0,0.0,0.0,0.0
44.0,440.0,6871179.513959609,3173732.684284551,0.0,-1977.3205995733156,6989.876412251096,0.0,-2.7022055567279497,-1.2481231319338284,0.0,0.0,0.0,0.0
