iteration,time,x,y,z,v_x,v_y,v_z,a_x,a_y,a_z,F_x,F_y,F_z
31.0,310.0,5.027813936001978e-20,4.632274292355858e-21,0.0,2.861635650143823e-22,4.0473162915646524e-23,0.0,6.242292355296848e-25,2.080387068881678e-25,0.0,0.0,0.0,0.0
32.0,320.0,5.3170329046113084e-20,5.047547837555078e-21,0.0,2.9227437220427877e-22,4.258154612419728e-23,0.0,6.110807189896438e-25,2.108383208550758e-25,0.0,0.0,0.0,0.0
33.0,330.0,5.612298976384571e-20,5.484038823944633e-21,0.0,2.9825777134224737e-22,4.471665115371388e-23,0.0,5.983399137968603e-25,2.1351050295165966e-25,0.0,0.0,0.0,0.0
34.0,340.0,5.913486694940361e-20,5.9420084362406295e-21,0.0,3.0411766576933203e-22,4.6877271305485327e-23,0.0,5.859894427084659e-25,2.1606201517714503e-25,0.0,0.0,0.0,0.0
35.0,350.0,6.220474425001903e-20,6.421706109918109e-21,0.0,3.0985779435375255e-22,4.9062263430010636e-23,0.0,5.740128584420522e-25,2.184992124525311e-25,0.0,0.0,0.0,0.0
36.0,360.0,6.533144192275143e-20,6.923370147766144e-21,0.0,3.154817401927284e-22,5.1270544139596314e-23,0.0,5.62394583897589e-25,2.2082807095856785e-25,0.0,0.0,0.0,0.0
37.0,370.0,6.85138153175212e-20,7.44722829987354e-21,0.0,3.2099293876122606e-22,5.350108628188288e-23,0.0,5.511198568497618e-25,2.2305421422865597e-25,0.0,0.0,0.0,0.0
38.0,380.0,7.175075343906998e-20,7.993498309552184e-21,0.0,3.2639468554853075e-22,5.575291565384584e-23,0.0,5.4017467873047e-25,2.25182937196297e-25,0.0,0.0,0.0,0.0
39.0,390.0,7.504117758291316e-20,8.562388427509494e-21,0.0,3.3169014322010463e-22,5.802510793761629e-23,0.0,5.295457671573855e-25,2.2721922837704413e-25,0.0,0.0,0.0,0.0
40.0,400.0,7.838404004070905e-20,9.154097896403025e-21,0.0,3.368823483390732e-22,6.031678584108993e-23,0.0,5.192205118968549e-25,2.2916779034736406e-25,0.0,0.0,0.0,0.0
41.0,410.0,8.17783228707987e-20,9.768817407747281e-21,0.0,3.419742176788575e-22,6.262711642776138e-23,0.0,5.091869339784334e-25,2.3103305866714625e-25,0.0,0.0,0.0,0.0
42.0,420.0,8.522303672997249e-20,1.0406729532993824e-20,0.0,3.4696855415590127e-22,6.495530862154725e-23,0.0,4.994336477043754e-25,2.328192193785871e-25,0.0,0.0,0.0,0.0
43.0,430.0,8.871721976279753e-20,1.1068009130469377e-20,0.0,3.5186805240910914e-22,6.730061087356354e-23,0.0,4.899498253207879e-25,2.3453022520162886e-25,0.0,0.0,0.0,0.0
44.0,440.0,9.225993654509553e-20,1.1752823729731758e-20,0.0,3.5667530405049104e-22,6.966230897891247e-23,0.0,4.807251641381906e-25,2.361698105348932e-25,0.0,0.0,0.0,0.0
45.0,450.0,9.585027707839585e-20,1.246133389478893e-20,0.0,3.613928026095727e-22,7.203972403252201e-23,0.0,4.717498559081662e-25,2.377415053609536e-25,0.0,0.0,0.0,0.0
46.0,460.0,9.948735583240557e-20,1.3193693567521437e-20,0.0,3.6602294819237126e-22,7.443221051397932e-23,0.0,4.630145582798563e-25,2.392486481457304e-25,0.0,0.0,0.0,0.0
47.0,470.0,1.0317031083273806e-19,1.395005039255191e-20,0.0,3.7056805187412596e-22,7.683915449211567e-23,0.0,4.545103681754688e-25,2.406943978136347e-25,0.0,0.0,0.0,0.0
48.0,480.0,1.0689830279132621e-19,1.4730546024716707e-20,0.0,3.750303398435048e-22,7.925997194084315e-23,0.0,4.462287969378834e-25,2.420817448727479e-25,0.0,0.0,0.0,0.0
49.0,490.0,1.1067051427711707e-19,1.5535316420213024e-20,0.0,3.7941195731466512e-22,8.169410715842022e-23,0.0,4.381617471160329e-25,2.434135217577078e-25,0.0,0.0,0.0,0.0
50.0,500.0,1.1448614892480198e-19,1.6364492112419825e-20,0.0,3.8371497222231646e-22,8.41410312829402e-23,0.0,4.303014907651328e-25,2.446924124519975e-25,0.0,0.0,0.0,0.0
51.0,510.0,1.1834443067948261e-19,1.7218198473321524e-20,0.0,3.879413787138081e-22,8.660024089739966e-23,0.0,4.226406491491673e-25,2.459209614459461e-25,0.0,0.0,0.0,0.0
52.0,520.0,1.2224460307530783e-19,1.8096555961399614e-20,0.0,3.9209310045123215e-22,8.907125671821834e-23,0.0,4.151721737424038e-25,2.471015820818683e-25,0.0,0.0,0.0,0.0
53.0,530.0,1.2618592854624192e-19,1.8999680356798466e-20,0.0,3.9617199373558437e-22,9.155362236155198e-23,0.0,4.0788932843522397e-25,2.4823656433336375e-25,0.0,0.0,0.0,0.0
54.0,540.0,1.3016768776724061e-19,1.9927682984517076e-20,0.0,4.0017985046415724e-22,9.404690318216993e-23,0.0,4.0078567285728775e-25,2.4932808206179476e-25,0.0,0.0,0.0,0.0
55.0,550.0,1.341891790242191e-19,2.0880670926328242e-20,0.0,4.0411840093153812e-22,9.655068518006333e-23,0.0,3.938550467380875e-25,2.503781997893394e-25,0.0,0.0,0.0,0.0
56.0,560.0,1.3824971761129605e-19,2.185874722208011e-20,0.0,4.079893164838516e-22,9.906457397031058e-23,0.0,3.870915552313501e-25,2.5138887902472543e-25,0.0,0.0,0.0,0.0
57.0,570.0,1.4234863525389134e-19,2.2862011060991956e-20,0.0,4.1179421203520756e-22,1.0158819381205824e-22,0.0,3.804895551355938e-25,2.523619841747652e-25,0.0,0.0,0.0,0.0
58.0,580.0,1.4648527955634083e-19,2.3890557963516143e-20,0.0,4.155346484546922e-22,1.0412118669277916e-22,0.0,3.7404364194846447e-25,2.532992880720915e-25,0.0,0.0,0.0,0.0
59.0,590.0,1.506590134727726e-19,2.4944479954301286e-20,0.0,4.1921213483166567e-22,1.066632114642494e-22,0.0,3.677486376973443e-25,2.542024771470252e-25,0.0,0.0,0.0,0.0
60.0,600.0,1.5486921480006393e-19,2.6023865726757242e-20,0.0,4.2282813062659737e-22,1.092139430269419e-22,0.0,3.6159957949316823e-25,2.550731562692492e-25,0.0,0.0,0.0,0.0
61.0,610.0,1.5911527569176783e-19,2.7128800799690805e-20,0.0,4.263840477141819e-22,1.1177307155977108e-22,0.0,3.555917087584535e-25,2.5591285328291913e-25,0.0,0.0,0.0,0.0
62.0,620.0,1.6339660219196386e-19,2.825936766645136e-20,0.0,4.298812523250245e-22,1.1434030179234064e-22,0.0,3.4972046108425475e-25,2.5672302325695505e-25,0.0,0.0,0.0,0.0
63.0,630.0,1.6771261378804782e-19,2.94156459369983e-20,0.0,4.333210668917663e-22,1.1691535231704628e-22,0.0,3.4398145667418267e-25,2.575050524705647e-25,0.0,0.0,0.0,0.0
64.0,640.0,1.7206274298153232e-19,3.0597712473276383e-20,0.0,4.367047718051337e-22,1.1949795493857101e-22,0.0,3.383704913367346e-25,2.582602621524728e-25,0.0,0.0,0.0,0.0
65.0,650.0,1.7644643487598315e-19,3.1805641518261637e-20,0.0,4.400336070850343e-22,1.2208785405848012e-22,0.0,3.3288352799005777e-25,2.5898991199091145e-25,0.0,0.0,0.0,0.0
66.0,660.0,1.8086314678126578e-19,3.303950481901794e-20,0.0,4.4330877397149325e-22,1.2468480609278124e-22,0.0,3.275166886458962e-25,2.596952034301121e-25,0.0,0.0,0.0,0.0
67.0,670.0,1.853123478333228e-19,3.4299371744084146e-20,0.0,4.465314364399122e-22,1.2728857892045973e-22,0.0,3.2226624684189416e-25,2.6037728276784937e-25,0.0,0.0,0.0,0.0
68.0,680.0,1.897935186287466e-19,3.5585309395492115e-20,0.0,4.497027226448486e-22,1.2989895136113456e-22,0.0,3.171286204936461e-25,2.6103724406748294e-25,0.0,0.0,0.0,0.0
69.0,690.0,1.9430615087345208e-19,3.6897382715698306e-20,0.0,4.52823726296248e-22,1.3251571268010393e-22,0.0,3.121003651399347e-25,2.6167613189693856e-25,0.0,0.0,0.0,0.0
70.0,700.0,1.9884974704479239e-19,3.8235654589694653e-20,0.0,4.558955079718128e-22,1.3513866211916545e-22,0.0,3.0717816755648394e-25,2.622949439061514e-25,0.0,0.0,0.0,0.0
71.0,710.0,2.0342382006649627e-19,3.960018594254899e-20,0.0,4.5891909636896565e-22,1.3776760845170178e-22,0.0,3.0235883971528375e-25,2.6289463325363392e-25,0.0,0.0,0.0,0.0
72.0,720.0,2.0802789299583934e-19,4.099103583261061e-20,0.0,4.618954894996471e-22,1.404023695606224e-22,0.0,2.9763931306815015e-25,2.6347611089206137e-25,0.0,0.0,0.0,0.0
73.0,730.0,2.1266149872249254e-19,4.2408261540602935e-20,0.0,4.648256558309938e-22,1.4304277203784288e-22,0.0,2.9301663313466354e-25,2.640402477220484e-25,0.0,0.0,0.0,0.0
74.0,740.0,2.173241796785213e-19,4.3851918654812494e-20,0.0,4.677105353747536e-22,1.4568865080406908e-22,0.0,2.8848795437598346e-25,2.645878766226212e-25,0.0,0.0,0.0,0.0
75.0,750.0,2.2201548755903567e-19,4.53220611525715e-20,0.0,4.705510407281267e-22,1.4833984874773203e-22,0.0,2.8405053533730834e-25,2.6511979436629416e-25,0.0,0.0,0.0,0.0
76.0,760.0,2.2673498305301906e-19,4.6818741478220126e-20,0.0,4.733480580685558e-22,1.5099621638199295e-22,0.0,2.7970173404291125e-25,2.656367634260917e-25,0.0,0.0,0.0,0.0
77.0,770.0,2.3148223558388606e-19,4.8342010617724124e-20,0.0,4.761024481048433e-22,1.5365761151880632e-22,0.0,2.7543900362875397e-25,2.661395136813362e-25,0.0,0.0,0.0,0.0
78.0,780.0,2.3625682305934444e-19,4.989191817011361e-20,0.0,4.788150469868302e-22,1.5632389895909189e-22,0.0,2.712598881986947e-25,2.666287440285575e-25,0.0,0.0,0.0,0.0
79.0,790.0,2.410583316301573e-19,5.14685124158997e-20,0.0,4.814866671757423e-22,1.5899495019812614e-22,0.0,2.671620188912122e-25,2.6710512390342538e-25,0.0,0.0,0.0,0.0
80.0,800.0,2.4588635545742196e-19,5.3071840382616924e-20,0.0,4.841180982771867e-22,1.6167064314531822e-22,0.0,2.6314311014444003e-25,2.675692947192082e-25,0.0,0.0,0.0,0.0
81.0,810.0,2.5074049648800123e-19,5.470194790763145e-20,0.0,4.867101078386676e-22,1.6435086185758704e-22,0.0,2.592009561480909e-25,2.6802187122688323e-25,0.0,0.0,0.0,0.0
82.0,820.0,2.5562036423776146e-19,5.63588796983474e-20,0.0,4.892634421133835e-22,1.6703549628560378e-22,0.0,2.5533342747159314e-25,2.6846344280167327e-25,0.0,0.0,0.0,0.0
83.0,830.0,2.6052557558228824e-19,5.804267938993647e-20,0.0,4.91778826791968e-22,1.6972444203220844e-22,0.0,2.5153846785844283e-25,2.6889457466046545e-25,0.0,0.0,0.0,0.0
84.0,840.0,2.6545575455476677e-19,5.975338960070927e-20,0.0,4.942569677037421e-22,1.7241760012235112e-22,0.0,2.4781409117741385e-25,2.6931580901426764e-25,0.0,0.0,0.0,0.0
85.0,850.0,2.7041053215073026e-19,6.149105198524076e-20,0.0,4.966985514889606e-22,1.7511487678394696e-22,0.0,2.44158378521859e-25,2.697276661595836e-25,0.0,0.0,0.0,0.0
86.0,860.0,2.7538954613939233e-19,6.325570728535584e-20,0.0,4.991042462434495e-22,1.7781618323907024e-22,0.0,2.4056947544888166e-25,2.701306455123288e-25,0.0,0.0,0.0,0.0
87.0,870.0,2.8039244088129434e-19,6.504739537907593e-20,0.0,5.014747021369562e-22,1.8052143550494698e-22,0.0,2.37045589350676e-25,2.7052522658767456e-25,0.0,0.0,0.0,0.0
88.0,880.0,2.8541886715201143e-19,6.686615532762185e-20,0.0,5.038105520064643e-22,1.8323055420423684e-22,0.0,2.3358498695080377e-25,2.7091186992898695e-25,0.0,0.0,0.0,0.0
89.0,890.0,2.90468481971672e-19,6.871202542056365e-20,0.0,5.061124119256505e-22,1.85943464384125e-22,0.0,2.301859919186229e-25,2.7129101798881765e-25,0.0,0.0,0.0,0.0
90.0,900.0,2.9554094844005827e-19,7.058504321920314e-20,0.0,5.083808817516054e-22,1.8866009534377223e-22,0.0,2.268469825954948e-25,2.716630959647215e-25,0.0,0.0,0.0,0.0
91.0,910.0,3.0063593557706564e-19,7.248524559827049e-20,0.0,5.106165456498732e-22,1.9138038046969716e-22,0.0,2.2356638982678677e-25,2.7202851259249253e-25,0.0,0.0,0.0,0.0
92.0,920.0,3.057531181683091e-19,7.441266878601242e-20,0.0,5.128199725988136e-22,1.9410425707868963e-22,0.0,2.203426948940394e-25,2.7238766089924696e-25,0.0,0.0,0.0,0.0
93.0,930.0,3.1089217661567435e-19,7.636734840274526e-20,0.0,5.149917168742337e-22,1.9683166626787595e-22,0.0,2.1717442754201144e-25,2.727409189186313e-25,0.0,0.0,0.0,0.0
94.0,940.0,3.160527967926215e-19,7.834931949794253e-20,0.0,5.171323185151899e-22,1.9956255277157884e-22,0.0,2.14060164095623e-25,2.7308865037028777e-25,0.0,0.0,0.0,0.0
95.0,950.0,3.2123466990405647e-19,8.035861658592359e-20,0.0,5.192423037718111e-22,2.0229686482463462e-22,0.0,2.1099852566211447e-25,2.7343120530557903e-25,0.0,0.0,0.0,0.0
96.0,960.0,3.264374923505953e-19,8.2395273680206e-20,0.0,5.213221855359511e-22,2.0503455403184912e-22,0.0,2.0798817641401106e-25,2.737689207214492e-25,0.0,0.0,0.0,0.0
97.0,970.0,3.3166096559705226e-19,8.44593243265817e-20,0.0,5.233724637554385e-22,2.0777557524329096e-22,0.0,2.050278219487378e-25,2.741021211441837e-25,0.0,0.0,0.0,0.0
98.0,980.0,3.369047960449927e-19,8.655080163497385e-20,0.0,5.253936258326482e-22,2.1051988643513817e-22,0.0,2.0211620772097318e-25,2.7443111918472253e-25,0.0,0.0,0.0,0.0
99.0,990.0,3.421686949091964e-19,8.866973831012859e-20,0.0,5.273861470080887e-22,2.13267448595809e-22,0.0,1.9925211754404927e-25,2.7475621606708106e-25,0.0,0.0,0.0,0.0
100.0,1000.0,3.474523780978851e-19,9.081616668119325e-20,0.0,5.293504907296579e-22,2.160182256171224e-22,0.0,1.9643437215692093e-25,2.7507770213134035e-25,0.0,0.0,0.0,0.0
101.0,1010.0,3.5275556609657435e-19,9.29901187302301e-20,0.0,5.312871090081921e-22,2.187721841902482e-22,0.0,1.9366182785341879e-25,2.7539585731257804e-25,0.0,0.0,0.0,0.0
102.0,1020.0,3.580779838554148e-19,9.519162611971243e-20,0.0,5.33196442759899e-22,2.215292937062185e-22,0.0,1.9093337517069033e-25,2.75710951597034e-25,0.0,0.0,0.0,0.0
103.0,1030.0,3.634193606798955e-19,9.742072021904745e-20,0.0,5.3507892213623795e-22,2.2428952616078574e-22,0.0,1.882479376339018e-25,2.760232454567247e-25,0.0,0.0,0.0,0.0
104.0,1040.0,3.687794301247856e-19,9.967743213016848e-20,0.0,5.369349668417824e-22,2.2705285606342226e-22,0.0,1.8560447055443882e-25,2.763329902636495e-25,0.0,0.0,0.0,0.0
105.0,1050.0,3.741579298911974e-19,1.0196179271223694e-19,0.0,5.387649864405723e-22,2.2981926035026893e-22,0.0,1.8300195987899478e-25,2.7664042868466786e-25,0.0,0.0,0.0,0.0
106.0,1060.0,3.7955460172665747e-19,1.0427383260549252e-19,0.0,5.405693806514431e-22,2.3258871830084955e-22,0.0,1.8043942108707947e-25,2.769457950580597e-25,0.0,0.0,0.0,0.0
107.0,1070.0,3.8496919132807864e-19,1.0661358225428866e-19,0.0,5.423485396327893e-22,2.353612114583768e-22,0.0,1.7791589813461466e-25,2.7724931575272646e-25,0.0,0.0,0.0,0.0
108.0,1080.0,3.904014482475286e-19,1.0898107192934796e-19,0.0,5.441028442572033e-22,2.381367235534862e-22,0.0,1.7543046244140875e-25,2.7755120951093317e-25,0.0,0.0,0.0,0.0
109.0,1090.0,3.9585112580069664e-19,1.1137633174927158e-19,0.0,5.458326663764076e-22,2.409152404312406e-22,0.0,1.7298221192042355e-25,2.77851687775442e-25,0.0,0.0,0.0,0.0
110.0,1100.0,4.0131798097796305e-19,1.1379939170133407e-19,0.0,5.475383690768761e-22,2.4369674998125895e-22,0.0,1.705702700468543e-25,2.781509550018374e-25,0.0,0.0,0.0,0.0
111.0,1110.0,4.068017743579801e-19,1.162502816615945e-19,0.0,5.492203069265277e-22,2.4648124207082695e-22,0.0,1.6819378496515264e-25,2.7844920895680085e-25,0.0,0.0,0.0,0.0
112.0,1120.0,4.12302270023677e-19,1.1872903141435291e-19,0.0,5.508788262128498e-22,2.492687084808574e-22,0.0,1.6585192863221827e-25,2.7874664100304765e-25,0.0,0.0,0.0,0.0
113.0,1130.0,4.1781923548060524e-19,1.2123567067098007e-19,0.0,5.525142651728007e-22,2.520591428445734e-22,0.0,1.6354389599507965e-25,2.790434363716013e-25,0.0,0.0,0.0,0.0
114.0,1140.0,4.233524415775433e-19,1.237702290881469e-19,0.0,5.541269542148154e-22,2.548525405887938e-22,0.0,1.6126890420147085e-25,2.793397744220411e-25,0.0,0.0,0.0,0.0
115.0,1150.0,4.2890166242928353e-19,1.2633273628547942e-19,0.0,5.557172161332333e-22,2.5764889887770705e-22,0.0,1.5902619184179497e-25,2.7963582889132557e-25,0.0,0.0,0.0,0.0
116.0,1160.0,4.344666753415269e-19,1.2892322186266308e-19,0.0,5.572853663154437e-22,2.6044821655902464e-22,0.0,1.568150182210409e-25,2.7993176813176028e-25,0.0,0.0,0.0,0.0
117.0,1170.0,4.400472607378143e-19,1.3154171541602025e-19,0.0,5.588317129420366e-22,2.632504941124111e-22,0.0,1.5463466265929563e-25,2.802277553386475e-25,0.0,0.0,0.0,0.0
118.0,1180.0,4.456432020884257e-19,1.3418824655458277e-19,0.0,5.603565571802322e-22,2.6605573360009235e-22,0.0,1.5248442381956088e-25,2.80523948768127e-25,0.0,0.0,0.0,0.0
119.0,1190.0,4.51254285841181e-19,1.3686284491568097e-19,0.0,5.618601933708487e-22,2.6886393861954923e-22,0.0,1.5036361906165128e-25,2.8082050194568865e-25,0.0,0.0,0.0,0.0
120.0,1200.0,4.568803013540806e-19,1.3956554018006976e-19,0.0,5.633429092090588e-22,2.7167511425820737e-22,0.0,1.482715838210094e-25,2.811175638658134e-25,0.0,0.0,0.0,0.0
121.0,1210.0,4.625210408297218e-19,1.42296362086611e-19,0.0,5.648049859191721e-22,2.744892670500391e-22,0.0,1.4620767101133403e-25,2.8141527918317227e-25,0.0,0.0,0.0,0.0
122.0,1220.0,4.68176299251436e-19,1.4505534044653118e-19,0.0,5.662466984236718e-22,2.7730640493399704e-22,0.0,1.4417125044997153e-25,2.817137883957943e-25,0.0,0.0,0.0,0.0
123.0,1230.0,4.73845874321088e-19,1.4784250515727218e-19,0.0,5.676683155067226e-22,2.801265372142029e-22,0.0,1.421617083050719e-25,2.8201322802058783e-25,0.0,0.0,0.0,0.0
124.0,1240.0,4.795295663984834e-19,1.5065788621595227e-19,0.0,5.690700999723582e-22,2.829496745218187e-22,0.0,1.4017844656356097e-25,2.8231373076158226e-25,0.0,0.0,0.0,0.0
125.0,1250.0,4.852271784423329e-19,1.5350151373245403e-19,0.0,5.704523087975484e-22,2.8577582877853115e-22,0.0,1.3822088251902691e-25,2.8261542567124136e-25,0.0,0.0,0.0,0.0
126.0,1260.0,4.909385159527223e-19,1.563734179421546e-19,0.0,5.71815193280335e-22,2.8860501316158287e-22,0.0,1.3628844827866053e-25,2.8291843830517198e-25,0.0,0.0,0.0,0.0
127.0,1270.0,4.966633869150401e-19,1.5927362921831396e-19,0.0,5.731589991832193e-22,2.914372420702883e-22,0.0,1.3438059028843395e-25,2.8322289087054517e-25,0.0,0.0,0.0,0.0
128.0,1280.0,5.024016017453161e-19,1.6220217808413527e-19,0.0,5.744839668719767e-22,2.9427253109397356e-22,0.0,1.3249676887573896e-25,2.8352890236852504e-25,0.0,0.0,0.0,0.0
129.0,1290.0,5.081529732369263e-19,1.6515909522451157e-19,0.0,5.757903314500642e-22,2.9711089698128344e-22,0.0,1.3063645780874429e-25,2.838365887309868e-25,0.0,0.0,0.0,0.0
130.0,1300.0,5.139173165086206e-19,1.68144411497472e-19,0.0,5.770783228887818e-22,2.9995235761080133e-22,0.0,1.2879914387176594e-25,2.8414606295179053e-25,0.0,0.0,0.0,0.0
131.0,1310.0,5.196944489538312e-19,1.7115815794534065e-19,0.0,5.783481661533416e-22,3.0279693196293e-22,0.0,1.269843264559794e-25,2.844574352128662e-25,0.0,0.0,0.0,0.0
132.0,1320.0,5.254841901912228e-19,1.742003658056202e-19,0.0,5.796000813249899e-22,3.0564464009298353e-22,0.0,1.2519151716483154e-25,2.8477081300534974e-25,0.0,0.0,0.0,0.0
133.0,1330.0,5.312863620164444e-19,1.7727106652161235e-19,0.0,5.808342837193253e-22,3.0849550310544353e-22,0.0,1.2342023943354299e-25,2.850863012459993e-25,0.0,0.0,0.0,0.0
134.0,1340.0,5.371007883550458e-19,1.8037029175278625e-19,0.0,5.820509840009465e-22,3.1134954312933462e-22,0.0,1.2167002816211716e-25,2.8540400238910983e-25,0.0,0.0,0.0,0.0
135.0,1350.0,5.429272952165233e-19,1.834980733849063e-19,0.0,5.832503882945595e-22,3.1420678329467595e-22,0.0,1.1994042936130207e-25,2.857240165341337e-25,0.0,0.0,0.0,0.0
136.0,1360.0,5.4876571064945945e-19,1.8665444353992952e-19,0.0,5.844326982926692e-22,3.1706724770996797e-22,0.0,1.1823099981097333e-25,2.8604644152920182e-25,0.0,0.0,0.0,0.0
